Word,Valence Mean,Arousal Mean,Dominance Mean
韻味,6.5,4.3,
雅量,7.2,4.3,
誠心誠意,7.3,5.2,
談笑,6.9,5.4,
芬芳,6.6,3.8,
滋養,6.7,4.4,
道謝,7.0,5.6,
耐勞,6.3,5.6,
施捨,4.9,4.9,
安眠,5.0,2.7,
悅耳,6.6,4.9,
安身立命,6.4,4.1,
酬謝,6.5,5.9,
光滑,5.6,3.7,
勇猛,7.0,6.7,
安身,5.9,3.9,
器重,6.8,6.4,
痛快,6.4,7.3,
一笑置之,6.4,4.7,
賞心悅目,6.8,5.6,
情深,6.7,6.7,
意氣風發,6.9,7.1,
引以為榮,7.2,6.6,
無懈可擊,7.9,7.2,
氣派,6.7,6.4,
幽默感,7.0,5.7,
學以致用,6.9,5.0,
詩意,6.2,3.5,
舒暢,7.3,5.9,
會心,6.2,4.8,
心甘情願,6.7,4.9,
香甜,6.7,4.2,
莊重,6.6,4.7,
照耀,5.8,4.9,
精確度,6.0,4.1,
抒解,6.1,4.9,
懂事,6.5,4.7,
誇耀,5.6,6.6,
平心靜氣,5.5,3.7,
恭敬,6.2,5.3,
寬厚,6.8,4.4,
不偏不倚,6.2,4.3,
消散,5.7,3.3,
洋洋,6.1,4.6,
互愛,7.0,6.2,
情不自禁,6.3,7.0,
纖細,5.8,3.5,
勤勉,6.6,4.4,
熱熱鬧鬧,6.6,6.6,
完滿,7.4,6.0,
暢快,7.1,7.0,
彬彬有禮,7.3,5.6,
聰穎,7.5,5.4,
工整,6.7,4.1,
開化,6.4,4.6,
先見之明,6.6,5.0,
興沖沖,6.5,6.7,
豐饒,6.9,4.7,
知恥,6.3,5.8,
奇跡,7.4,7.2,
希冀,6.3,6.3,
剛毅,6.5,6.0,
癡情,6.8,6.3,
紅潤,6.3,4.9,
望子成龍,6.7,6.1,
聖潔,7.1,5.6,
溫順,7.1,4.9,
愛撫,6.8,5.9,
勻稱,6.3,4.8,
有說有笑,6.8,6.5,
決斷力,6.6,5.1,
繁茂,6.8,4.8,
渴盼,6.3,7.0,
超凡,7.4,6.9,
豁然開朗,7.0,7.3,
熟慮,5.9,5.1,
有意義,6.7,5.3,
癡癡,6.1,5.5,
謙恭,6.7,4.7,
從容不迫,6.7,3.8,
苦修,5.2,5.0,
牢靠,6.2,5.1,
形影不離,6.4,6.0,
平心,5.8,3.4,
妙計,6.6,5.2,
俠義,7.2,6.3,
漂漂亮亮,7.0,6.8,
討人喜歡,7.4,5.9,
擔待,6.4,4.6,
豐腴,6.5,4.5,
深謀遠慮,7.3,6.2,
自得其樂,6.8,6.4,
留神,5.9,5.2,
雅致,6.2,4.9,
醉人,6.1,6.0,
飛黃騰達,7.9,7.9,
縫補,5.7,3.6,
遊街,4.2,3.8,
過時,4.0,4.3,
收買,3.8,4.7,
魔鬼,2.0,6.3,
何不,4.9,3.7,
夢魘,2.1,6.9,
燙傷,3.0,5.1,
弊病,2.8,5.4,
困難重重,2.1,6.9,
失明,2.1,5.5,
游擊,5.1,4.2,
慘痛,1.7,8.1,
慘敗,1.7,8.1,
追趕,5.1,4.3,
衝出,5.8,5.2,
潰瘍,3.3,5.9,
破碎,2.9,6.5,
謊言,2.8,4.2,
裂痕,3.2,5.2,
推擠,3.5,4.8,
未雨綢繆,6.0,5.0,
暴風,3.5,6.2,
瓜分,4.1,4.6,
煙霧,4.6,3.0,
騷亂,3.0,6.0,
擦傷,3.7,4.1,
殘廢,1.8,6.5,
輾轉,4.5,3.0,
退學,2.8,5.2,
藐視,3.0,6.2,
糾纏,3.0,5.4,
束縛,3.6,4.7,
偷工減料,3.0,6.0,
曖昧,5.7,5.0,
鬧事,2.9,5.6,
辯解,3.6,4.9,
梗塞,3.3,4.6,
償付,4.5,3.5,
凌虐,1.9,6.8,
渺茫,3.0,3.8,
遜色,3.7,4.0,
追訴,4.0,3.8,
委屈,3.4,4.6,
加害,2.3,5.9,
休克,2.4,5.0,
獨裁者,3.0,6.0,
文盲,3.5,4.0,
不許,3.5,5.0,
徵稅,4.4,3.1,
撕毀,3.3,5.4,
退步,3.4,4.1,
最低,3.5,4.3,
衝動,4.0,6.2,
人身攻擊,2.6,5.9,
後退,4.0,3.1,
抵消,4.8,3.3,
虛假,3.0,4.2,
竄改,3.0,4.2,
冒充,3.1,4.4,
挫傷,3.4,4.0,
撕裂,2.7,5.6,
毒害,1.9,5.8,
乞丐,2.8,4.7,
一廂情願,4.6,4.1,
作祟,3.9,3.7,
沈寂,3.8,2.3,
殺戮,1.6,7.5,
阻隔,4.2,3.5,
欺壓,2.7,5.3,
軍閥,3.7,4.2,
僵持不下,3.4,5.3,
搖擺,4.3,2.9,
傳染性,3.2,3.5,
失手,3.1,4.9,
罷了,3.8,4.8,
敲詐,3.0,5.1,
拉出,5.0,2.9,
斥責,2.6,6.3,
內鬥,2.7,5.4,
未知,4.6,2.2,
重擊,2.5,6.0,
簡陋,3.8,3.4,
槍聲,3.4,4.4,
罷課,2.8,6.1,
幼稚,3.4,3.9,
根絕,3.8,4.8,
未加,4.4,3.0,
畸形,2.8,4.7,
吵架,2.9,6.0,
割傷,3.5,4.9,
誤認,4.1,3.2,
發洩,3.8,6.5,
戰敗,2.4,6.5,
出乎,5.1,3.2,
搖晃,4.6,3.2,
失落,3.0,3.3,
逃走,3.2,5.4,
冀望,6.4,4.6,
自立自強,6.2,5.7,
敬愛,7.1,5.1,
事跡,5.1,2.3,
直率,6.5,4.6,
芳香,6.4,3.0,
健壯,6.9,4.4,
無價,6.2,4.8,
報答,6.4,4.9,
聽話,6.0,3.3,
牢固,6.1,3.6,
為傲,7.0,5.3,
學有專精,6.7,4.8,
正道,6.7,4.3,
興高采烈,8.3,7.8,
天籟,7.5,5.2,
稀奇,5.9,5.0,
判斷力,5.1,3.2,
養活,5.7,4.5,
友愛,6.8,4.0,
簡樸,6.0,3.1,
易懂,6.0,3.2,
標緻,6.3,3.3,
出人意表,6.4,5.5,
厚道,6.0,4.5,
不亦樂乎,7.1,6.9,
安和樂利,7.3,5.4,
一帆風順,7.4,5.4,
簡明,5.7,3.0,
顯赫,6.2,4.8,
茂盛,6.2,4.7,
最高,7.2,5.6,
嬉戲,5.0,4.9,
無敵,8.1,6.8,
變好,7.0,5.0,
才幹,5.9,3.6,
報喜,7.5,5.8,
心平氣和,5.7,3.0,
精巧,5.6,3.2,
潛心,5.4,2.8,
純潔,6.5,2.8,
留心,4.6,3.6,
自由自在,6.8,5.3,
心儀,6.8,4.7,
同情心,5.5,4.2,
平整,5.3,2.8,
母愛,6.7,3.6,
神童,7.2,4.4,
頌揚,7.6,5.7,
樂此不疲,7.1,7.1,
淳樸,6.0,2.7,
會心一笑,6.4,4.7,
學成歸國,7.0,5.9,
昌盛,7.1,5.6,
自信滿滿,7.9,6.9,
豐滿,6.8,4.8,
端莊,6.0,3.3,
心想事成,7.7,5.9,
文雅,6.0,3.2,
自告奮勇,6.6,6.9,
報恩,6.3,4.6,
無瑕,5.8,3.3,
老練,5.4,3.9,
興致勃勃,7.6,7.3,
高高興興,7.8,7.2,
堅韌,6.1,4.4,
臉紅,5.6,5.2,
煥發,5.9,4.4,
醉心,5.8,4.9,
叮囑,5.3,4.2,
慇勤,6.3,5.6,
達觀,5.5,3.7,
多產,5.6,3.0,
虔敬,6.5,3.6,
守信,6.6,3.5,
喜感,7.2,5.2,
有效率,7.0,4.4,
率真,6.3,4.3,
自勉,6.2,5.0,
微微,5.0,2.0,
安好,6.2,3.6,
明晰,5.7,3.0,
雄辯,5.4,6.3,
恆心,6.5,4.5,
奮進,7.4,6.8,
輕輕鬆鬆,6.6,4.9,
謙遜,6.4,3.5,
安於,5.3,2.9,
心滿意足,7.3,5.5,
活著,5.7,4.8,
愜意,6.6,3.9,
溫文儒雅,6.3,3.1,
傳奇性,6.3,4.4,
忘不了,5.5,3.9,
可親,5.9,3.9,
長進,6.2,4.7,
恩人,6.8,3.5,
覺察,5.1,3.9,
情投意合,6.9,5.2,
賢人,6.5,2.7,
俘獲,5.1,4.2,
你儂我儂,6.8,6.2,
引吭高歌,6.4,6.9,
目眩,4.3,4.2,
入神,5.5,3.0,
心心相印,6.7,4.5,
稱心,6.0,3.4,
肝膽相照,6.5,6.2,
甜甜蜜蜜,7.1,6.7,
賢淑,6.6,3.0,
言歸於好,6.2,4.0,
貞潔,6.2,2.7,
廢寢忘食,4.9,5.4,
獨創性,5.7,4.3,
稀罕,5.4,4.4,
意味深長,5.7,4.5,
施恩,6.2,3.7,
癡狂,5.7,7.7,
虔信,6.2,4.6,
入迷,6.1,5.4,
有權,5.8,4.8,
物廉價美,7.0,4.9,
悠哉,6.4,3.3,
練成,5.7,3.4,
盛年,6.0,3.8,
安安靜靜,5.6,2.2,
騰躍,7.0,7.0,
滿面春風,7.6,7.1,
儒雅,5.9,2.8,
安睡,5.6,2.2,
愛憐,6.2,3.6,
癡心,5.8,6.1,
神氣活現,7.7,7.0,
賢慧,6.8,3.3,
勳績,7.1,4.8,
出神,6.5,4.8,
適得其所,6.3,4.3,
一吐為快,5.7,6.4,
日久生情,6.5,5.4,
古雅,6.0,3.0,
足智多謀,7.7,5.2,
順當,5.7,3.2,
謙恭有禮,6.6,3.9,
心花怒放,7.2,7.2,
切題,5.3,3.1,
嘻嘻哈哈,5.6,6.1,
抒懷,5.7,3.0,
自滿,4.5,5.7,
惡行,2.6,5.8,
奴隸,3.2,4.2,
孤獨,3.7,2.9,
雜草,4.7,2.3,
惶恐,3.3,6.8,
抹煞,3.8,5.9,
一往情深,6.7,6.6,
戰無不勝,7.9,7.5,
惠顧,5.6,4.3,
豪勇,6.6,5.8,
愛人如己,6.9,5.8,
坦直,6.2,4.2,
嬌美,6.7,3.8,
鑒別力,5.4,3.8,
心誠則靈,6.3,4.4,
妙不可言,6.9,5.6,
諧調,5.7,3.6,
精神百倍,7.5,7.4,
奢侈,3.4,5.5,
崩塌,2.9,7.0,
得不償失,2.4,7.3,
悽慘,1.7,6.1,
排山倒海,3.7,6.2,
一舉數得,7.4,6.3,
不相上下,6.2,5.8,
不礙事,4.9,4.5,
有過之而無不及,4.4,5.5,
夠格,7.4,6.8,
粗製濫造,3.2,5.7,
累贅,2.7,6.4,
聊勝於無,5.2,4.6,
莫名其妙,2.9,6.4,
陰霾,2.7,5.7,
得分,7.7,7.9,
從善如流,6.6,6.0,
深入淺出,6.9,5.3,
深厚,5.8,4.6,
清脆,5.3,4.1,
提心吊膽,2.9,8.0,
斑駁,4.0,4.0,
殘破,2.9,4.6,
殘缺,2.8,4.0,
渾濁,3.2,4.7,
盛大,7.5,6.8,
脫胎換骨,8.2,6.8,
處變不驚,5.9,5.4,
通風,5.4,3.9,
單純,6.4,3.6,
發病,2.9,7.2,
病發,2.9,7.2,
硬化,2.7,6.0,
稍嫌弱,3.4,4.6,
超弱,2.2,6.2,
華而不實,2.9,6.3,
循序漸進,6.8,4.9,
掌聲如雷,8.0,7.8,
游刃有餘,7.6,5.0,
無往不利,7.0,6.5,
絢爛奪目,7.2,7.1,
發瘋,3.2,7.1,
絞痛,3.1,8.3,
跑不動,4.0,5.7,
進退兩難,4.1,6.2,
亂七八糟,3.1,6.8,
超人,7.4,7.6,
週到,7.6,5.6,
進化,6.4,5.4,
開趴,6.9,7.9,
順耳,5.9,5.0,
微乎其微,4.3,3.9,
愚昧,2.9,6.2,
慌張,2.6,7.4,
摃龜,2.6,6.0,
暈倒,3.2,5.6,
勤快,7.0,5.3,
搞笑,6.5,6.0,
新穎,6.6,5.9,
源源不絕,6.5,5.8,
準時,6.7,4.4,
肆無忌憚,3.2,6.2,
腫起來,3.3,6.7,
腰酸背痛,3.0,6.9,
落單,3.0,5.0,
詭異,2.7,6.1,
欲振乏力,3.0,3.8,
猙獰,2.0,6.1,
猝死,1.0,8.0,
粗淺,3.6,3.2,
累人,3.5,5.0,
一覽無遺,6.0,4.8,
不遑多讓,6.2,4.0,
專心,7.0,3.4,
專注,7.1,3.6,
強有力,7.3,7.2,
強而有力,7.3,7.2,
粗線條,4.1,4.2,
勞民傷財,2.7,5.5,
單調,4.0,3.2,
惡名昭彰,1.2,6.6,
惱人,2.5,5.2,
得心應手,7.3,4.9,
深植人心,6.5,5.4,
清爽,6.9,4.9,
清清爽爽,6.9,4.9,
理所當然,6.0,4.9,
痊癒,7.2,4.9,
無以復加,3.8,6.1,
痛心疾首,2.1,8.0,
痠,4.0,5.0,
痠軟,3.4,4.6,
痠痛,2.6,6.1,
酸痛,2.6,6.1,
痠痠痛痛,2.6,6.1,
酸酸痛痛,2.6,6.1,
盛開,6.8,5.3,
得寵,7.7,6.8,
淺顯易懂,6.5,4.7,
脫穎而出,7.3,6.6,
復原,6.9,5.2,
發麻,3.7,4.6,
硬著頭皮,3.1,5.2,
詞不達意,3.1,4.7,
令人費解,3.6,4.3,
超兇,2.5,7.9,
無與倫比,7.8,7.3,
犀利,7.2,6.2,
硬挺,7.2,5.3,
童叟無欺,7.0,4.0,
絕佳,8.2,6.2,
超重,3.2,5.0,
亂掉,3.1,4.2,
傷痕累累,2.3,4.0,
傻眼,4.1,4.6,
塞車,3.3,4.4,
開懷,6.5,7.1,
順暢,7.4,6.2,
黃袍加身,7.6,7.4,
黑白分明,6.0,4.2,
傲人,7.0,6.4,
慌亂,3.1,6.3,
矮人一截,3.1,3.8,
碎裂,3.1,5.1,
稚嫩,5.0,3.0,
綁手綁腳,3.8,4.6,
勤勞,6.8,4.0,
煥然一新,7.4,6.0,
腳踏實地,6.4,4.4,
萬幸,7.0,5.8,
解渴,6.6,5.8,
腫痛,2.9,6.1,
載浮載沉,3.4,4.0,
載沉載浮,3.4,4.0,
過冷,2.9,4.7,
違和,3.8,4.2,
鼓噪,3.6,6.6,
單薄,3.2,3.1,
惡狠,1.9,6.0,
無言,3.2,4.2,
發霉,2.4,4.4,
超時,3.1,5.5,
清醒,6.2,3.7,
爽玩,7.6,6.9,
盛裝,7.1,4.9,
無所不包,6.8,4.9,
萬眾矚目,8.7,7.6,
過載,2.9,5.8,
墊底,1.9,4.8,
寥寥無幾,2.8,4.3,
屢見不鮮,3.9,3.0,
彆扭,3.2,5.0,
萬無一失,8.0,3.4,
遊刃有餘,7.7,3.0,
道地,6.6,2.7,
道道地地,6.6,2.7,
飽和,5.4,3.2,
鼎鼎大名,7.8,6.8,
漏氣,3.3,5.9,
慘不忍睹,1.8,6.6,
遙遙無期,2.7,4.0,
遜,2.2,6.5,
酷寒,3.5,4.3,
有助於,6.5,3.2,
念念不忘,6.2,4.7,
壽終正寢,2.5,3.9,
實事求是,6.0,3.3,
旗鼓相當,7.3,5.0,
酸澀,3.2,4.9,
頗重,4.3,5.0,
鼻塞,3.2,2.8,
嘩然,3.1,6.8,
嘴硬,3.0,5.9,
稱霸,7.3,7.7,
精闢,7.0,5.3,
綽綽有餘,7.2,3.0,
貌美,7.4,4.3,
赫赫有名,7.7,6.4,
標新立異,6.3,5.6,
潦草,3.2,3.6,
潮溼,3.5,3.6,
潮濕,3.5,3.6,
熱死,2.1,6.4,
皺巴巴,2.5,4.1,
酷炫,6.8,5.3,
頗多,6.2,3.4,
賣力,6.3,6.7,
銳減,3.5,4.6,
駝背,3.1,2.5,
魯莽,2.7,5.6,
壅塞,2.6,5.4,
糗爆,2.0,6.8,
銳利,6.5,4.9,
憨厚,5.6,3.3,
整齊劃一,6.2,2.7,
曇花一現,4.1,5.1,
樸實,5.9,2.2,
龜裂,3.9,3.9,
嚇人,2.3,6.6,
縮水,3.3,4.9,
醜陋,2.0,5.9,
斷線,2.3,5.4,
無緣,3.4,3.1,
發癢,3.6,4.9,
超現實,4.3,6.2,
腫脹,3.9,5.1,
過氣,3.0,4.0,
清新,6.6,3.9,
無傷大雅,5.1,2.2,
貼切,5.9,3.6,
超強,8.0,8.0,
勤儉,6.8,2.9,
慘兮兮,2.4,6.0,
慚愧,2.5,5.1,
慵懶,4.2,2.6,
漏水,3.1,4.2,
漫長,3.7,3.0,
飽滿,6.2,3.3,
嘆為觀止,7.5,7.8,
嘔心瀝血,7.4,6.1,
圖文並茂,7.6,5.9,
有利於,7.7,5.1,
熄火,3.4,4.8,
聞之色變,3.0,6.6,
蒼老,2.9,3.3,
說不過去,3.0,5.1,
遙不可及,3.7,4.6,
實實在在,7.0,3.1,
暢銷,7.8,6.2,
滴水不漏,7.2,4.3,
稱職,8.0,3.8,
精采,8.5,7.1,
層出不窮,4.4,6.1,
憔悴,2.7,3.9,
撐不住,2.6,5.7,
撲朔迷離,4.0,3.0,
暫緩,4.3,2.8,
輕而易舉,6.8,4.8,
魂牽夢縈,5.8,4.3,
緊鑼密鼓,5.7,6.2,
與眾不同,6.8,5.9,
遠大,6.8,5.7,
瘙癢,4.0,5.7,
皺掉,3.6,4.4,
膚淺,2.7,4.0,
賠錢,2.4,5.8,
醉倒,2.1,6.0,
頗負盛名,7.3,6.9,
厲害,7.3,7.3,
寬敞,7.1,4.0,
憂喜參半,4.8,5.5,
數一數二,7.1,7.1,
遺漏,3.6,3.5,
險峻,3.4,5.4,
頭暈目眩,3.3,4.9,
頹廢,2.6,2.8,
駭人聽聞,2.3,6.8,
歷久不衰,7.2,4.6,
激挺,6.5,7.3,
縝密,6.5,3.8,
親民,6.9,3.5,
醒目,6.3,6.6,
嚇歪,2.9,7.4,
斷斷續續,3.7,3.8,
翻車,2.2,7.5,
藏污納垢,1.9,6.0,
雜七雜八,2.7,5.2,
無解,2.6,4.7,
超速,3.2,7.5,
過熟,4.4,5.0,
雞婆,3.0,6.2,
離奇,4.9,6.9,
無所遁形,5.8,3.6,
超群,7.5,6.3,
精純,7.9,3.9,
隨心所欲,6.5,3.3,
險勝,6.4,8.1,
壞掉,2.6,5.2,
爛掉,2.1,6.0,
礙手礙腳,2.0,5.2,
繪聲繪影,4.4,4.5,
難受,2.0,7.3,
優異,8.6,6.5,
趨之若騖,5.5,5.7,
鮮艷,7.2,4.3,
癒合,7.3,3.8,
簡便,7.2,3.2,
囉唆,3.2,6.8,
囉嗦,3.2,6.8,
囉囉唆唆,3.2,6.8,
囉囉嗦嗦,3.2,6.8,
彎腰駝背,3.2,2.6,
籠統,3.9,2.0,
髒兮兮,2.1,3.6,
髒汙,2.3,3.9,
穩紮穩打,7.7,2.6,
豐盈,6.8,3.8,
顧家,7.8,3.6,
鶴立雞群,8.2,6.2,
驚天動地,6.3,8.8,
變差,2.9,5.3,
變糟,2.2,5.6,
體無完膚,2.0,6.6,
枉費,3.0,6.3,
風靡,6.1,6.8,
兼備,6.7,3.6,
精簡,7.1,4.2,
緩解,6.5,3.0,
紓解,7.3,3.5,
盲從,3.1,5.3,
流失,3.2,4.8,
耐不住,3.6,7.2,
倚賴,4.2,4.1,
容納不下,2.8,4.0,
獨得,7.0,6.1,
擴增,6.7,5.1,
蟬聯,7.8,7.1,
跟不上,2.9,4.8,
鄙視,1.7,4.6,
歷盡滄桑,4.0,5.8,
激化,6.0,8.0,
迷上,5.1,7.0,
豐沛,7.2,3.8,
乾爽,6.4,2.3,
美觀,7.7,3.2,
變塌,3.0,4.2,
變濁,2.7,4.2,
看不慣,2.7,5.4,
看不過去,2.7,5.4,
納悶,3.9,4.2,
無能為力,2.0,3.4,
超悶,2.1,4.9,
過頭,2.8,5.8,
離譜,1.9,6.4,
鬆垮,2.6,5.3,
超越,6.5,6.7,
精準,7.5,6.1,
頗佳,7.1,6.2,
優越,7.7,6.1,
應有盡有,6.9,6.1,
難聽,2.7,5.9,
顛簸,3.6,5.7,
繁雜,3.7,5.2,
龐雜,3.6,5.0,
嚴苛,3.2,5.8,
簡約,6.1,3.8,
豐收,7.2,6.7,
穩當,7.3,4.6,
難能可貴,7.4,7.0,
瀟灑,7.1,6.0,
曬傷,3.2,6.4,
纖弱,3.9,3.8,
變心,2.3,7.0,
變態,1.7,8.0,
驟變,3.1,7.0,
驚艷,6.7,7.6,
驚豔,6.7,7.6,
不可小覷,6.7,6.2,
不亞於,6.1,4.7,
充盈,6.3,5.4,
包容,6.7,4.0,
出言不遜,3.1,7.7,
白費,2.8,5.5,
吃不消,3.1,5.7,
自恃,3.8,5.4,
冷落,2.9,4.3,
專精,7.6,5.1,
崇尚,7.0,6.0,
眷戀,6.5,5.3,
喜獲,7.3,7.7,
榮獲,7.5,7.6,
耗盡,3.7,5.7,
臭死,1.6,7.1,
記錯,3.1,4.6,
混雜,3.1,4.4,
滋生,3.1,3.8,
獨具慧眼,6.9,5.2,
愛戴,7.1,5.6,
聽得懂,6.4,4.3,
超難,2.9,6.4,
離題,2.9,5.3,
變臭,2.1,6.7,
變扁,3.3,4.5,
無法自拔,3.9,6.5,
奢求,4.1,6.4,
猜不透,3.3,3.7,
痛感,2.8,6.4,
無神,3.9,2.4,
漏電,3.7,6.1,
離異,2.9,5.1,
曠日廢時,2.6,3.6,
精進,7.0,6.2,
療癒,7.1,4.6,
繁華,7.7,6.0,
臨危不亂,7.5,4.0,
舉足輕重,6.2,5.7,
難懂,3.4,4.0,
騷包,3.6,5.2,
鐵齒,3.3,4.7,
霸道,3.0,7.3,
黯然失色,2.9,4.2,
優渥,7.9,5.0,
豐盛,7.7,5.1,
穩如泰山,7.3,3.3,
繽紛,7.8,5.8,
釋懷,6.8,3.3,
變老,4.3,3.2,
變嫩,6.3,3.9,
鬱悶,2.6,3.9,
不及,2.2,4.6,
比不上,2.2,4.6,
心疼,2.8,6.3,
驚為天人,8.3,8.5,
回味,6.4,4.6,
佩服,7.6,6.4,
保佑,6.8,5.0,
看重,6.5,6.5,
改變不了,3.6,3.6,
屈就,3.1,4.2,
抵不過,3.6,3.8,
拘泥,3.4,3.8,
放不下,3.1,5.3,
萌,7.1,5.6,
愛惜,6.0,4.8,
跟得上,6.3,4.8,
獨享,6.2,6.2,
震撼,5.3,7.6,
耗損,4.0,5.2,
損耗,4.0,5.2,
傷透,2.6,7.6,
嫌棄,2.4,6.1,
愧對,3.0,5.4,
損及,3.0,4.0,
贏過,7.3,6.2,
歡度,7.5,6.6,
乾脆,6.1,5.8,
變鈍,3.5,3.0,
不堪,2.9,5.0,
分不清楚,3.8,3.8,
遺忘,3.3,3.6,
昏暗,3.7,3.1,
美中不足,3.2,4.7,
一氣呵成,7.4,7.6,
大名鼎鼎,7.8,7.3,
不雅,3.2,4.4,
天下無敵,8.8,8.1,
水腫,3.0,4.2,
出血,2.4,6.8,
平分秋色,5.4,4.0,
合情合理,5.6,3.8,
生鏽,3.4,2.8,
失竊,1.6,6.4,
三生有幸,6.4,6.8,
中風,1.4,7.0,
心急,3.0,8.0,
出線,5.8,5.6,
死心眼,2.8,3.2,
沒效,4.2,4.4,
無效果,4.2,4.4,
沒效果,4.2,4.4,
秀麗,7.2,4.4,
行得通,6.8,6.0,
歪七扭八,3.7,3.0,
陣亡,1.6,1.8,
飢渴,2.7,3.4,
乾巴巴,2.6,2.0,
乾枯,2.8,2.0,
高超,7.6,7.6,
乾淨,7.3,6.3,
乾乾淨淨,7.3,6.3,
閃亮,7.6,7.4,
閃閃亮亮,7.6,7.4,
閃閃發光,7.6,7.4,
閃閃發亮,7.6,7.4,
閃耀,7.6,7.4,
退稅,5.9,6.2,
一應俱全,7.5,3.2,
不謀而合,6.8,4.4,
好命,7.4,3.3,
大驚失色,2.7,8.0,
不知所云,2.2,3.6,
手忙腳亂,2.1,7.6,
好看,7.2,3.7,
有著落,6.6,3.0,
百發百中,7.6,7.1,
多此一舉,3.2,3.1,
出糗,2.3,5.8,
吃不開,3.0,3.6,
旺盛,7.1,2.4,
明快,7.0,2.4,
易如反掌,8.0,2.8,
走投無路,1.2,6.7,
刺鼻,2.3,6.5,
受創,2.3,6.9,
表裡如一,6.6,2.4,
迎刃而解,7.6,3.2,
浮腫,2.7,2.5,
衰落,2.3,3.1,
討人厭,1.4,7.5,
起疑,3.9,3.2,
迷茫,3.4,2.7,
相見恨晚,6.3,6.5,
風平浪靜,6.0,1.4,
柔中帶勁,6.3,2.1,
海派,7.2,4.8,
純熟,6.7,2.2,
一清二楚,7.1,3.1,
大勝,9.0,8.9,
叫座,8.5,7.6,
口說無憑,3.0,4.4,
大費周章,3.8,5.0,
天公不作美,2.4,3.1,
平淡,4.8,2.1,
平淡無奇,4.8,2.1,
名不虛傳,7.5,5.5,
支離破碎,1.6,6.8,
出錯,2.5,5.2,
失禮,2.4,5.2,
受益,7.2,4.0,
始終如一,6.7,3.8,
尚可,6.0,5.1,
普普,5.1,3.2,
普通,5.1,3.2,
普普通通,5.1,3.2,
馬馬虎虎,5.1,3.2,
所費不貲,2.9,4.1,
披頭散髮,3.6,4.2,
抽筋,4.0,6.2,
知名,6.9,4.1,
空閒,5.2,1.4,
浮誇,4.0,6.6,
氣爆,2.3,8.6,
狼狽,2.1,5.7,
狼狽不堪,2.1,5.7,
病態,2.6,4.7,
破舊,3.4,3.8,
特強,8.2,7.4,
神奇,6.2,6.6,
純正,6.6,3.4,
風雅,7.4,3.3,
挺住,6.3,4.8,
一勞永逸,7.2,4.6,
大開眼界,7.8,7.5,
多汁,6.2,5.7,
大錯特錯,2.3,7.0,
不夠看,4.4,4.7,
心驚膽跳,2.7,8.3,
心驚膽戰,2.7,8.3,
心驚膽顫,2.7,8.3,
名列前茅,7.4,6.8,
好心,7.6,3.1,
如願以償,7.3,5.8,
多慮,4.6,5.5,
有恃無恐,4.4,4.3,
水火不容,2.6,7.9,
忠心耿耿,7.7,4.3,
怡然自得,7.2,2.8,
性感,6.1,4.5,
委靡,2.3,4.4,
孤零零,2.5,3.8,
居心叵測,2.4,5.6,
爭氣,7.3,6.0,
直挺挺,6.4,4.4,
凍僵,4.2,5.1,
弱不禁風,3.0,2.6,
捉摸不定,3.2,3.9,
氣炸,1.6,8.8,
風流,2.5,4.1,
相見歡,7.7,7.4,
挺拔,7.2,4.0,
特殊,6.5,3.4,
神清氣爽,7.7,5.9,
笑容可掬,8.4,6.8,
一掃而空,6.8,7.4,
大好,8.5,7.7,
內斂,6.3,3.2,
口乾舌燥,2.9,4.2,
大起大落,3.4,7.8,
不慎,3.1,5.6,
千變萬化,5.9,6.4,
天真爛漫,6.6,5.0,
中規中矩,5.2,3.6,
血流如注,1.8,8.3,
秀逗,2.4,4.4,
手拙,2.9,3.0,
有意思,6.6,5.3,
事事如意,7.9,5.3,
受用,7.6,5.4,
拖泥帶水,2.7,4.2,
於事無補,1.7,3.4,
事倍功半,3.4,5.1,
服貼,6.9,4.8,
服服貼貼,6.9,4.8,
果決,8.0,7.3,
風騷,3.9,7.9,
苦澀,3.1,3.6,
凍傷,2.1,5.1,
剝落,2.2,5.3,
差強人意,3.5,3.4,
茂密,6.0,4.7,
負責任,7.7,5.5,
重生,8.7,7.7,
香噴噴,7.2,7.1,
剛直,6.9,5.4,
天花亂墜,3.2,5.5,
吃重,4.5,3.7,
自戀,4.3,4.6,
走火入魔,2.6,7.4,
受損,2.6,4.0,
平順,6.4,2.1,
有解,6.7,4.6,
老少咸宜,6.8,3.0,
返璞歸真,7.3,2.0,
長壽,7.4,2.9,
一無是處,1.9,7.0,
不像話,2.4,5.8,
南轅北轍,3.5,5.3,
天差地遠,3.5,5.3,
叛逆,3.2,5.9,
幽暗,3.3,3.2,
恍然大悟,7.1,6.9,
恬淡,7.2,1.8,
持之以恆,7.3,1.9,
指日可待,6.7,3.4,
春暖花開,7.1,3.0,
後悔莫及,2.4,7.3,
枯燥,3.1,2.8,
看錯,3.9,3.0,
突兀,4.1,4.7,
紅腫,4.5,3.3,
洋洋得意,6.4,6.9,
活靈活現,7.1,7.0,
皆大歡喜,8.6,8.1,
皇天不負苦心人,8.5,8.2,
相安無事,6.5,2.3,
一枝獨秀,7.7,6.8,
一觸即發,2.7,7.8,
大吉,8.9,7.2,
小題大做,2.5,6.8,
毛燥,2.7,7.8,
毛躁,2.7,7.8,
